,id,aggregated_rating,aggregated_rating_count,category,first_release_date,franchise,hypes,name,popularity,pulse_count,rating,rating_count,slug,storyline,summary,time_to_beat,total_rating,total_rating_count,url
153,11646,79.5,4.0,0,1414022400.0,,,Ziggurat,77.88955228542129,4.0,71.16994966007229,13.0,ziggurat,,"Dungeon-Crawling First Person Shooting at its finest! Fast-paced combat! Dozens of perks, spells and enemies! Level ups! Random Dungeons! Traps! Badass bosses! Carrots! Ziggurat is the best combination of First Person Shooter and Rogue-LITE you have ever seen. 
 
Become a neophyte sorcerer, and get ready for your rite of passage: Enter the labyrinth and face dangerous challenges to prove your worth and become a powerful wizard! 
 
The game focuses on fast-paced first person shooting, with an old-school vibe, and updated handling and game mechanics. Dungeon crawling and RPG/Roguelike elements are added into the mix, resulting in a fun, challenging and varied game, with lots of content to discover. 
 
Fight almighty bosses, get through rooms filled with traps, and treasures that may help you in your journey... Each game is a whole new experience!",,75.33497483003616,17.0,https://www.igdb.com/games/ziggurat
154,18869,84.0,2.0,0,1495065600.0,,1.0,Mages of Mystralia,75.88373787797553,11.0,80.0,4.0,mages-of-mystralia,,"Accompany Zia as she strikes off to train and learn to control her magical abilities that had her exiled. Journey across the lands to meet other exiled mages and uncover runes with magical properties that can be combined into millions of different possibilities, letting you come up with completely new and incredible spells!",,82.0,6.0,https://www.igdb.com/games/mages-of-mystralia
155,19560,96.94444444444441,21.0,0,1524182400.0,,92.0,God of War,75.66735114539577,1075.0,95.53452660577408,719.0,god-of-war--1,,"""It is a new beginning for Kratos. Living as a man, outside the shadow of the gods, he seeks solitude in the unfamiliar lands of Norse mythology. With new purpose and his son at his side, Kratos must fight for survival as powerful forces threaten to disrupt the new life he has created...""",19560.0,96.23948552510923,740.0,https://www.igdb.com/games/god-of-war--1
156,27725,80.0,1.0,0,1516838400.0,,1.0,The Room: Old Sins,73.65505520303579,7.0,96.2037910712322,6.0,the-room-old-sins,,"Enter The Room: Old Sins and be transported to a place where tactile exploration meets challenging puzzles and a captivating story. 
The sudden disappearance of an ambitious engineer and his high-society wife provokes the hunt for a precious artefact. The trail leads to the attic of their home, and the discovery of an old, peculiar dollhouse…
Explore unsettling locations, follow obscure clues and manipulate bizarre contraptions as you uncover the mysteries within Waldegrave Manor.

THE ULTIMATE PUZZLE BOX
Explore a deviously complex dollhouse which transforms at your fingertips. Each intricate room is a portal to a new, stunning environment. 
 
PICK-UP-AND-PLAY DESIGN
Easy to begin yet hard to put down, enjoy a unique mix of intriguing puzzles with a simple user interface. 

INTUITIVE TOUCH CONTROLS
A tactile experience so natural you can almost feel the surface of each object. 

INTRICATE OBJECTS
Examine dozens of detailed objects to discover which of them conceal hidden mechanisms. 

ATMOSPHERIC AUDIO
A haunting soundtrack coupled with dynamic sound effects create an unforgettable soundscape. 

iCLOUD & GAMECENTER SUPPORTED
Share your progress between multiple devices and unlock achievements. 

MULTI LANGUAGE SUPPORT
Available in English, French, Italian, German, Spanish, Brazilian Portuguese, Turkish and Russian.


Fireproof Games is an independent studio from Guildford, United Kingdom.
Find out more at fireproofgames.com
Follow us @Fireproof_Games
Find us on Facebook",,88.10189553561611,7.0,https://www.igdb.com/games/the-room-old-sins
157,10388,67.5,2.0,0,1435795200.0,,,Legends of Eisenwald,71.64924079559,,66.734693877551,6.0,legends-of-eisenwald,,Legends of Eisenwald is an original mix of RPG and strategy. Gather your troops and embark on a dangerous journey to carve your name into the legends of the grim lands of Eisenwald where all the supernatural superstitions of medieval times are found to be true.,,67.1173469387755,8.0,https://www.igdb.com/games/legends-of-eisenwald
158,75900,,,0,1488153600.0,,,VR Kanojo,71.360112846891,3.0,80.0,1.0,vr-kanojo,,"Looking for a unique VR experience? Well, look no further!In VR Kanojo, you can hang out with the lovely girl-next-door, Sakura Yuuhi. You'll practically feel her breath on your cheek and the warmth of her fingers on your arm as you laugh and talk the day away. Better yet, VR controllers simulate your hands in-game, letting you interact with her more directly. Just imagine all the possibilities!Oh yeah! And you can customize Sakura's appearance with a variety of different outfits too. Sound like fun? You bet it is!So, thanks for buying VR Kanojo, and we hope you enjoy your time with Sakura Yuuhi!",,80.0,1.0,https://www.igdb.com/games/vr-kanojo
159,9727,81.25,18.0,0,1442880000.0,,5.0,SOMA,71.20959883820797,46.0,86.8117827224211,217.0,soma--1,"The radio has gone silent on PATHOS-2. As isolation bears down on the staff of the remote research facility, strange things are happening. 
 
Machines are taking on human traits and alien constructions have started to interfere with routine. The world around them is turning into a nightmare. 
 
The only way out is to do something unimaginable.","SOMA is a sci-fi horror game from Frictional Games, creators of the groundbreaking Amnesia and Penumbra series. 
 
The radio is dead, food is running out, and the machines have started to think they are people. Underwater facility PATHOS-II has suffered an intolerable isolation and we’re going to have to make some tough decisions. What can be done? What makes sense? What is left to fight for? SOMA is a sci-fi horror game from Frictional Games, the creators of Amnesia: The Dark Descent. It is an unsettling story about identity, consciousness, and what it means to be human.",9727.0,84.03089136121055,235.0,https://www.igdb.com/games/soma--1
160,22486,,,0,1473379200.0,,,Honey Select,70.48878018005642,,68.8211690192086,12.0,honey-select,,Honey Select is an eroge created by the Japanese H-game company Illusion. The main objective of the game is to unlock the game’s achievements.,,68.8211690192086,12.0,https://www.igdb.com/games/honey-select
161,55689,0.0,1.0,0,1504828800.0,,,Academia: School Simulator,70.09516076141101,1.0,80.0,2.0,academia-school-simulator,,"Academia : School Simulator is a management game that lets you design, construct, and manage the high school of your dreams! As the school Principal, watch your students as they get bullied, find love, flunk exams, and basically just try to get through the roller-coaster ride that is high school. Will you offer the best teachers and facilities or cheap out and build giant classrooms with a 1:100 student to teacher ratio? It's all up to you!",,40.0,3.0,https://www.igdb.com/games/academia-school-simulator
162,30245,,,0,1439164800.0,,,Wanderlust Adventures,69.83528067993049,,50.0,0.0,wanderlust-adventures,,"Wanderlust Adventures is an online, free-roaming, open world, action adventure RPG. Join fellow heroes online, explore vast and deadly landscapes, and capture companions to aid you in your quest. Forge powerful items, salvage artifacts, and crush the souls of menacing foes!",,50.0,0.0,https://www.igdb.com/games/wanderlust-adventures
163,25076,94.6,25.0,0,1540512000.0,884.0,257.0,Red Dead Redemption 2,68.98072268461407,2608.0,93.52015281377051,498.0,red-dead-redemption-2,"America, 1899. The end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs. Those who will not surrender or succumb are killed. 
 
After a robbery goes badly wrong in the western town of Blackwater, Arthur Morgan and the Van der Linde gang are forced to flee. With federal agents and the best bounty hunters in the nation massing on their heels, the gang must rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal divisions threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang who raised him.","Developed by the creators of Grand Theft Auto V and Red Dead Redemption, Red Dead Redemption 2 is an epic tale of life in America’s unforgiving heartland. The game's vast and atmospheric world will also provide the foundation for a brand new online multiplayer experience.",25076.0,94.06007640688524,523.0,https://www.igdb.com/games/red-dead-redemption-2
164,4755,52.28571428571429,14.0,0,1397692800.0,151.0,1.0,The Amazing Spider-Man 2,68.3126706312543,,53.658313320043604,39.0,the-amazing-spider-man-2,,"2 years after the death of Ben Parker, Peter Parker his nephew gains special Spider like powers to become Spider-man. But now with the rise of enemies like Harry Osborn, kingpin, And the Russian Mob, Spider-man is in one of his biggest battles yet. Though he is not the only one hunting Villains.",4755.0,52.972013802878955,53.0,https://www.igdb.com/games/the-amazing-spider-man-2
